Source,Compare,Value,Val Type 2,Val Type 3
9647,16409,0.8060128140183096,0.7148235167498247,0.0
9647,16487,0.8122949535754508,0.8097752341615102,0.040540540540540536
9647,17735,0.8059777629732862,0.7952543200674577,0.0
9784,20297,0.8005882173358523,0.8002279385498551,0.05
9823,17048,0.8252214929139692,0.8136364582920513,0.027027027027027032
9823,21662,0.804018044106868,0.7974495979341887,0.0425531914893617
9916,3381,0.8008600426449579,0.8250135180146395,0.06666666666666668
10057,3381,0.8051908296716228,0.8287259737620087,0.04166666666666666
10158,18854,0.8150872162323476,0.8087128608532619,0.17647058823529413
10257,18601,0.8035726381514292,0.7810523233791791,0.125
10329,12350,0.8390316539349484,0.8259545260298169,0.25
10391,22122,0.8066056118493815,0.7865070878916152,0.25
10392,22122,0.8066056118493815,0.7865070878916152,0.25
10507,22129,0.8089126619095547,0.8059325807153488,0.0625
10630,17106,0.8103100453533657,0.8130063872272631,0.125
10921,7402,0.8459071541239015,0.8647907797889035,0.4
11286,20291,0.8108865778671385,0.7753452940314107,0.25
11294,22122,0.8175275316708029,0.8123094567194856,0.2
11295,22122,0.8059457660508295,0.8034634606943554,0.2
11298,20291,0.8052073531932276,0.7744309334510471,0.25
11298,22122,0.8068472214971345,0.8025886352041067,0.2
11310,22122,0.8376428844737325,0.8310620974094495,0.2
11328,22122,0.82303896014503,0.8180027433473445,0.2
11345,22122,0.8157780766996326,0.8083723173398889,0.2
11352,22122,0.8139369235065356,0.8036169989770396,0.2
11366,22122,0.8313190985832475,0.82075041751577,0.2
11390,22122,0.818013222957752,0.8118329311900684,0.2
11394,22122,0.82303896014503,0.8180027433473445,0.2
11407,22122,0.8248439657835659,0.8148912590246851,0.2
11421,22122,0.8295507968832775,0.8188237190652977,0.2
11668,1162,0.8073608611017817,0.8257997676974581,0.2222222222222222
11678,1162,0.8189599786656588,0.8362161916939235,0.2222222222222222
11683,1162,0.80624580319512,0.8151080934771332,0.1111111111111111
11691,1162,0.8021721682210305,0.8102091673563365,0.07692307692307693
11701,1162,0.8004042492300076,0.8150597123678504,0.25
11735,1162,0.8212174989787772,0.8381677806901268,0.2222222222222222
11812,1162,0.8153591665784052,0.8320359148366291,0.25
12355,7469,0.8177824317293653,0.8082628336751769,0.07142857142857142
12355,15728,0.8062842511098939,0.8080065994184197,0.05882352941176471
12377,11471,0.807422807966381,0.8145139896541657,0.1
12402,7469,0.8568220879486945,0.8638095910290652,0.25
12409,15998,0.8022053964984385,0.7583718499350066,0.05263157894736842
12493,12955,0.8201661431212103,0.7940445605992867,0.09090909090909093
12514,16932,0.8037807057731722,0.7347728693990415,0.04166666666666666
12564,184,0.8003012102169028,0.7770385490474417,0.13333333333333333
12564,13125,0.8313223027089062,0.8378651172270719,0.06666666666666668
12599,14075,0.8141866940047469,0.8188027568209814,0.14285714285714285
12606,15998,0.8275012006814897,0.8081108912170702,0.13333333333333333
12613,7469,0.8082244892660948,0.8126553286518611,0.08333333333333333
12633,7469,0.8024978303272091,0.7682747547302012,0.09090909090909093
12633,15998,0.8251779975496226,0.7933291207838952,0.125
12697,7469,0.8343226300657943,0.8179674815057077,0.2
12802,15998,0.8090186812706918,0.7216120552056341,0.05882352941176471
12847,7469,0.8200838891673917,0.8293590730939956,0.2222222222222222
12867,7469,0.8087111291913647,0.8165014832796235,0.1111111111111111
12886,7469,0.8093927837619055,0.7980350144481314,0.18181818181818185
13120,21819,0.8129271012649316,0.8256969880858905,0.07692307692307693
13245,21760,0.8416966811671684,0.839023944436907,0.18181818181818185
13248,1231,0.8207481248496237,0.8237747729693583,0.06666666666666668
13477,15573,0.8057746113121809,0.8037992151038159,0.05128205128205128
13505,21760,0.8534356178150664,0.8535329821734534,0.2857142857142857
13593,4130,0.8250764225932491,0.8268885097174201,0.14285714285714285
13647,14585,0.8172598469593669,0.817306527386222,0.0
13652,4130,0.8070116640456562,0.8029935644793952,0.16666666666666666
13844,4577,0.8299873047511268,0.8295606188972824,0.4
13879,4130,0.8155916341143368,0.8187303290244557,0.2
13937,17048,0.8011664403474492,0.7984705074355045,0.1176470588235294
14027,1009,0.8005088709684535,0.8034406460611125,0.5
14046,22122,0.8059729182194909,0.7870213292677329,0.16666666666666666
14061,18773,0.818541779734986,0.8254951862587917,0.3333333333333333
14095,4130,0.8218529767463933,0.8251730266007758,0.16666666666666666
14107,4130,0.8463006359255512,0.8481646563429543,0.16666666666666666
14404,15842,0.820182129202736,0.8221453782794894,0.16666666666666666
14468,17106,0.8093765713325443,0.8125597340911217,0.1
